"x","y","z"
-69.3399059949817,51.574529244908,71.3411151244132
-17.7142848945959,-30.0971564446271,-68.0557309686632
14.935185818113,111.856196562807,-75.2757610608278
-7.03833013309082,-0.925790145381449,0.728733607707356
-310.347506627019,-580.271399244205,80.0133252935482
284.894172549114,589.411094667549,351.451798639112
13.0114079986055,-24.0122308289802,-21.7754357494803
36.1203379736006,-67.093844495671,-5.38752846511618
-24.3552760035887,-58.0208567432658,74.8136624010644
-6.56793125578034,50.632628280154,-70.0595771259392
50.0789840974856,-68.2468176228051,2.3293922288824
-5.71835769775981,-7.1337842641883,-79.237374647224
17.871706166513,-11.7195986658037,6.23945406769435
-2393.03183456841,18.8784790328417,-217.53017409768
-48.312234488763,89.1402183312023,295.650276868926
-33.1541073694603,-11.1503362355792,-62.5549304073807
-7.81868989311675,-35.6649566129121,-117.922437540383
-273.150495774253,-155.783692458235,-62.9493775693024
-15.6982065243698,-41.3149364131076,-6.64304016456609
110.911929746211,-30.1336047387078,-123.362570497554
-6817.70895560117,7077.86158013823,-1714.99572630993
-5.42235472728634,18.5714003020171,5.41448102917134
119.018735236544,226.479708497445,-21.4176774395213
-98.720612301825,-42.7354099664879,-70.0383222926451
31.986259304189,1.87159141869745,-18.2937539545932
-6.24767151433047,5.73538085349147,-3.12451188883976
19.8601480219112,-63.0155207562199,23.1661004489455
193.828547590995,-200.858441773502,-92.780780870262
-103.547651063361,-765.860490463517,-1141.79966975749
249.793047544233,165.435716597398,142.462983807012
1.38158751290002,7.79535167144128,1.79626294934921
170.853786144078,32.9063237601338,-361.752543489985
-32.4229620702559,4.66612825922898,-2.08660440388504
-10.9977537386631,-2.49086614821304,-6.41817977573131
-2787.99361934822,1901.20662003605,-1749.61224281194
-170.986424002934,420.645046946867,-117.22979557689
110.49347069568,79.3713531501819,-96.7061474088131
-6.66563409268257,22.9537302122257,-4.45871999488238
110.359478871645,161.047399441449,-189.06803765456
5.58992287238717,-15.2848693732854,-56.4276693334331
17.3044633203912,-7.46258351740938,-39.8679228128544
-40.0352774145262,-59.969200248146,24.8598119583816
-79.3682385438667,44.9839615886199,-5.25296943364128
-47.7838192573132,64.4916485436219,-212.305689764311
-480.05504491015,407.402571759183,383.642530169732
438.415591026366,-83.0003687055382,392.454699588249
-4.6872581067978,0.110979574530762,0.693628909497273
-1135.92957168005,-509.110424451445,62.8906188240724
-70.9742655205508,9.36079156068703,-6.41482513398707
-7.79620520743251,1.35812326962374,1.93957113283808
234.825881614478,25.9231334732855,244.623221191598
311.408984252464,-463.736427153853,-25.7614942179279
253.427573550007,-304.233204976961,245.30517920107
122.524240186454,-36.8645432392701,169.694553952256
128.510042978814,-272.843013157391,21.6970456028994
91.3421736817662,11.8501743972099,101.484588807944
-367.346893631261,-27.6422853688264,-140.644519050048
78.2050062263553,-74.1555783976033,36.5036936494548
-1122.33109336866,-1414.09533480982,-885.616499565053
47.0044047250472,113.423462417348,39.3035942626712
894.214823891956,86.2363190095727,-565.990780202451
9.59055180894537,-64.5246632792225,-105.802766562536
-27.0102654822161,7.64747743846985,-224.043282933071
-65.0721777776696,216.547881902447,26.4184902724121
-44.5928440862545,269.267603753661,-24.0212658867075
93.1830241168588,17.0899590746471,42.6724351500896
-63.4804794956769,-200.908332977456,131.743496168388
18.8352813092603,22.0230725683227,10.7655119209542
305.977076676137,190.368720586885,777.415939436352
-13.4936132004389,4.1072235246813,-24.9452275331833
4.68419417212659,56.8393034397731,34.8695532293241
29.8601457866641,-86.8610243193391,135.733241782726
-2.11310036209212,-14.5435985634287,3.87240082020917
4.21671574917119,-10.2518415593792,27.3365168860939
10.5019079206374,0.412437354336976,54.1378133229582
-40.5789543906931,274.451403054185,41.4621032798581
28.3352191597407,66.7043978147421,30.2248215299036
72.1485828182895,-176.356382712571,-471.329971447013
4.16385565804907,-9.96132092703162,-9.79795600317728
23.0463308459809,-2.23963537172197,13.0770718641163
34.5694685324726,33.2536864291748,-60.5189574365592
87.2785261394427,81.8484201437978,147.164862612979
117.572962080257,282.551556388513,-0.968764339119136
27.9596409379161,13.6115945119541,35.2393769035308
-1.75661752420181,79.7366524506985,41.9126492066607
56.7177405869128,-0.868062465445932,-4.29886730834496
18.9331327677203,1.44620929957657,28.9293496827326
34.5393938718605,-25.1329668646412,-20.4925420976296
-38.2578283831728,137.048495697862,-162.630425238104
17.0737119412799,6.46709721891887,-201.446431852859
-4.58136125984669,-63.033135751598,-247.49716754629
-1256.18456730969,-408.672671588534,-2425.52830136712
8.49185251244622,-86.321825059848,16.7805261237624
-43.3713331419411,15.8247486591327,-46.2665836351981
-8.40539282717339,-21.7146482786107,-39.6764009790281
154.331473381652,132.619939100344,-5.60852366607892
91.5553819553836,34.2123363574964,-59.5603814577361
442.107762987445,-213.093282233914,-398.404281259158
-14.7875985112866,-45.6338283181347,-23.1441310766866
30.1983893752868,-18.3224664630197,-31.0630525991304
